,0
396,'I’m sad to say that I bite my nails aswell 😞'
397,'The weva😂'
398,'2:26'
399,'Hey neymar sunny init'
400,'am i the only one noticing rashy saying eveon instead of everton 4:41 😂😂😂'
401,'Sunny innit dude'
402,'0:01😂😂😂😂'
403,'ENGLAND']
404,['Can you do Aaron Ramsdale and Ellie Roebuck vs Sandy Maciver and Jordan Pickford next?'
405,'Leah Williamson is leng'
406,'6:32 what did Jack say?'
407,'Do you feel an intelctual conversation developing!!!'
408,'i know who rice and grealish are  but who are those women????  i thought this was a football video?'
409,'Leah and jack at 8:19 ❤❤'
410,'Jack saying all the kiddy answers cracks me up'
411,'Speed Climbing and Skate boarding aint  Olympic Sport!!!'
412,'I watched this 4 the 10000000th time'
413,'Team socks pulled up as high as possible vs socks down low'
414,'Should have been leah and rice'
415,'Party Rings is genius'
416,'Love this'
417,'❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️'
418,'I see 3 gooners in this video 👀'
419,'jack nose after treble celebration party would have been a great answer for Q2'
420,'Leah is a sort'
421,'Jack definitely likes leah ❤'
422,'❤❤❤❤'
423,'5:54 
424,6:36 plss declan so freaking funny though😭😭😂']
425,['Jill Scott took us for a tour around basecamp back when we first arrived at the Lensbury on ahead of our opening WEURO2022 group matches.'
426,'This Is Why I Love England Football Team Boys And Girls Women And Men🏴\U000e0067\U000e0062\U000e0065\U000e006e\U000e0067\U000e007f🏴\U000e0067\U000e0062\U000e0065\U000e006e\U000e0067\U000e007f🏴\U000e0067\U000e0062\U000e0065\U000e006e\U000e0067\U000e007f🏴\U000e0067\U000e0062\U000e0065\U000e006e\U000e0067\U000e007f😁😁😁😁😁💪💪💪💪💪❤️❤️❤️❤️ Because My Uncle Aunt And My Cuz (Brother And Sister) Is British And My Niece Be Going To Lionesses In The Future 🏴\U000e0067\U000e0062\U000e0065\U000e006e\U000e0067\U000e007f💪❤️'
427,'“HERE COMES A CHAMPION” made me laugh so hard Jill has got to be the most funniest there ever has and will be😂'
428,'“Oh there are some sweets here aswell” “SHH”😂😂😂😂'
429,'How about Jill has the scott room because it snext the The Unitt room which is also the surname of Jill Fiancée Shelly!\nI know thats Rachel Unitts room'
430,'Who else is here from I am a Celebrity? 😅'
431,'“i hope they did want us to sign that” 😭'
432,'HEMPO PLAYING TABLE TENNIS 😲'
433,'1:26 Keira and Lucy 😘🥰'
434,'Not Keira and Lucy sitting together playing fire 🥰'
435,'👍'
436,'now she can have her own scoot room 💪 what a legend'
437,'Shine on Ms. Scott... SHINE soooo Brite..⚽🤩....Beautifuls playing the ❤️ game'
438,"""My fave part is Hemp and Bronze just ignoring her while she's shooting hoops hahahah"""
439,'How about a crib for a deek in your? Gets a man baby!!!! Gross thing.'
440,'What happened to Chloe kelly'
441,'She is a national treasure
442,and must be protected at all costs!'
443,'lucy and keira playing video games 😂'
444,"""30p to play the basketball game? How long has it been since she went in an arcade? Just got back from Blackpool. You're lucky if you get a game for less than a pound now. I wouldn't mind but I have to be honest"
445,I wouldn't pay a pound to watch me play the game
446,"absolutely useless"""
447,'can you do a day in the life of the whole squad please
448,i love them..... before world cup if possible'
449,'Cute that the Scott and Unitt rooms are next to each other - even if they aren’t for Jill and Shelley 😌']
450,"['""do you feel one of the older players now?"" gagged lucy for a bit'"
451,"""'' I'm not old '' bahahahahah i love Lucy 😂❤"""
452,'Lucy 😂😂😂 im not old'
453,"""I love Lucy so much. She's amazing."""
454,"""Does she grow up to be a journalist? she surely have the talent for it. But because of her interest"
455,I can see a future footballer too
456,"if she's a bit lazy she can be a goalie :)"""
457,'This kid 😂'
458,'Girl was roasting fran 😂😂😂😊'
459,'You guys need to have her do this again before the World Cup. The cutest!'
460,"""Can't beat Mary with kids.... She's my favourite ❤"""
461,'It’s about time you have a new celebration. It’s like saying Ronaldo needs a new celebration'
462,'Wow amazing ⚽'
463,'i love the lionesses my favs are toone williamson and russo and jill scott'
464,'They are all so sweet with this little girl and it’s the cutest thing ever'
465,'You guys are the best team I have seen in my life'
466,"""She's SOOO cute. Better than Josh. Loved her top. And fearlessness. BRING HER BACK FOR THE WORLDS!"""
467,'Children are always cute.... Tony cuenca'
468,"""The way she asked Fran if she'd stopped growing 🤣🤣"""
469,'I love Lucy bronze so much!'
470,'have you stopped growing 😭😭😭'
471,'I LOVE how everyone talks!.. love from So California ❤️']
472,['It’s fair to say Declan deserves an upgrade on his shooting! 💪'
473,'Jack was absolute buzzing about his card'
474,"""on declan rice's first fifa card he looks like thogden(a football youtuber)"""
475,'“a hundred million pound mate” ayyy look who’s talkin now😎'
476,"""Now they're both 100m pounds"""
477,'❤❤'
478,'WWE fan alert 7:06'
479,"'""100 million pound mate"" you can say that about yourself now Declan!'"
480,'fifa 19 rice looks like foldant'
481,"'Declan ""100M Pound mate"" Now look at ya ...105M pound lol!!'"
482,"""Little did he know he'd also be a £100m player as well"
483,"LOL. 🤍❤️"""
484,'5:01 “100 million pound mate” Decs you’re about to be 105mil😭'
485,'Rice you look like Foden'
486,"""Rice's gold and silver card look like phill foden! XD"""
487,'Both grealish and rice are traitors to the Irish'
488,'How did i not know that jack grealish aas irish
489,im irish'
490,'Why have they got Irish flags on'
491,'Jack do you play fifa because I do😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀'
492,'No way rice is the same level as Nunez'
493,'Is Jack a villa fan'
494,'England all the best team in the world']
495,['We need this so much 😂. I love Millie and Rach'
496,'I love them so much 😂😂'
497,'Daly Dose of Brightness bahahahahaha'
498,'These two I love them'
499,'“hopefully we don’t annoy too many people..” “we do.” i love these 2'
500,'Rachel needs to fill your side gap.'
501,'6:15 \n-Hopefully we don’t annoy too many people\n*-We do*'
502,"""Hi Millie you're so different to I hope you don't mind if we're not the same stand. Bees attracts always to the best flowers"""
503,"""I'm out now. Tell others specially to be Ellen."""
504,'No wonder that red card was sent. You make me laugh.'
505,'Nice to see you guys. You make me laugh.'
506,'When was the 2nd pool video filmed'
507,'Why do we see the men in new gear
508,new training kits
509,new shirts.. yet the Lionesses are STILL in the awful purple training kits and playing in the old shirts... after how many years? Look at the USA all kitted out and looking up to date. Please sort it out
510,we are so behind.'
511,'this is legit friendship goals.'
512,'Leeds United'
513,'Miniminter'
514,'Aool theeee best! Is that english?'
515,'bees in england... ask your prez if he can help.. you are bi** already'
516,'beers rather?'
517,'You will the polar bears']
518,"['""sound"
519,"lets strech yhe dog"" absolutely killed me hahahah'"
520,'“If I went with someone like
521,like Georgia we would argue about who was doing it right so I need to go with someone who’s just gonna let me be right” 😂 Love these girls sm
522,they never fail to put a smile on your face ♥️🤍'
523,'Lucy es una idola 👏 es talentosa
524,muy divertida que  bonita personalidad  💕🫶'
525,'she says sound a lot 😭'
526,'7:51 what you came here for'
527,'Lucy fantastica defensa!'
528,'She’s just so cool
529,charming and laidback'
530,'Lucy Bronze - easily the best smile in football'
531,"""Lucy comes across as such a cool normal person. She's a proper footballer too"""
532,'10/10 person is Lucy Bronze 💛💛'
533,'Lucy bronze!!!!!'
534,'Love this 💕'
535,'Seems lovely person and very talented'
536,'“DONT GET UP WAIT FOR IT. ITS COMMING I PROMISE!” Love Lucy bronze she my idol'
537,'need to see the stanway toone contemporary dance haha'
538,'Nice'
539,'I love lucy
540,heart and soul of this England team.'
541,"""Lucy's funny xD"""
542,'Ela é muito elegante jogando futebol 👏👏'
543,'Lucy is Portuguese']
544,['Aye!!!!! Congrats!!!!'
545,"""And those 8 seconds Brianna double dribble and they didn't call it"""
546,'The silence is deafening 😊'
547,'Alysha Clark put Stevie on Lockdown.'
548,'My favorite team!🎉🎉🎉❤congrats  campeonas🎉'
549,'Damn.'
550,"""Let's celebrate aces.🎉""]"
551,[]
552,['Love your WBB journalism. Thanks for reporting.']
553,['What a beautiful person Sue is; both inside and out!!']
554,['Really glad to have Coach Green at Illinois. Go Illini!']
555,['Nice']
556,"[""She was overrated as a potential coach because there's a push to hire Women"
557,"(Lesbian Black Women) for jobs in coaching and front office."""
558,'Wow
559,popular topic. 333 views in a day
560,nice!'
561,"""Wrong move from mgmnt 2 fire VJ.  They should've given her 2 more seasons for the team 2 grow.  Arike injury played a major part in there loss 2 the Sun's.  That's was Dallas series 2 win but they had no 1 effectively ready 2 step up in place of Arike.  McCowan isn't in physical condition 2 play more minutes.  At times she plays lazy"
562,"just as she did in college.  She can really b a beast if she get in better physical condition."""
563,'Marina RFA and hopefully signs elsewhere or guaranteed the point guard spot....Arike has to become a better team player or that Dallas franchise is doomed thru the life of that contract... 7 for 23 from the field on nights she is off occur way to often.She a 6th player off the bench and no coach there has put her there...Colier was overrated in College and simply a horrible pick in that draft....Next coach needs Sabally healthy and McCowan starting every game with more endurance from her part w/a demand to improve the FT %....5 years of watching this team mishandle management and coaching ..Tighten Up!']
564,['N didnt went nowhere the next game'
565,"""She's GREAT!! Lucky you."""
566,'Any player can score 41 points if you are allowed by the referee crew to allow you to push off every time you have the ball.'
567,'Remarkable to watch on TV too. 🏀 History 👀👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏'
568,'The first man to ever be exited about woman’s basketball'
569,'Heck ya 🔥🔥']
570,['Power Tower= HAN XU!!!\n♥️🤟💚'
571,'Han Xu is an amazing player - big but fast
572,dominant in the paint but can shoot threes.  She can pull down a rebound
573,pass it off to the guard
574,sprint down the court and make the basket.  She is a nearly perfect center - we just all need to be patient and let her game develop.'
575,'The reporter speaks English to her she has a translator then responds in English... what was the point of the translator again ?'
576,"'wooh i was surprise,,she speaks english'"
577,'Go Han ❤'
578,'WE LOVE HAN XU!!!'
579,'She’s so adorable. Go Han Xu!!!']
580,"[""Why don't they ask her why she don't play defense"""
581,'Future GOAT'
582,'Let’s go liberty!'
583,"""Liberty and Aces in The Finals let's go!!!"""
584,'Who???']
585,['Balled out. But don’t be humble. Talk yo sh!t!'
586,'absolute champions 🎉'
587,'Congratulations to her and to the WSU WBB Team. I’ll definitely be rooting for them in the tournament and beyond!']
588,[]
589,[]
590,['When the Villains play the victim! Y’all talked smack the whole season. Leaned into the super team narrative
591,got help and support from the media
592,the refs and the world; and now you wanna act like an underdog. The underdogs won! Congratulations to the Aces!'
593,'Coach
594,you gotta get your players to play Better defense. When the game is on the line
595,they can shoot']
596,[]
597,"['The WNBA,WNBAPA and Owners should agree in the next CBA to allow signing bonuses of 200,000 to 800,000$ not to be counted towards the salary cap besides their base salaries!'"
598,'The WNBA is 🗑']
599,[]
600,"[""Ayoka Lee should transfer. She is too talented to not be able to compete for a National Championship"
601,and there are several schools that would instantly become a title threat with her. She's very underrated even though she dropped 50 a couple years ago. There are 10-15 teams where they're decent teams but Ayoka Lee would make them a serious threat. Iowa will be good
602,but if you add Ayoka Lee to Iowa... all of a sudden Caitlin Clark doesn't have to score 40 pts because Ayoka Lee will give you 15-20 pts a night
603,easy. There isn't a team that doesn't have room for Ayoka Lee. Sometimes the big girls are not ranked high enough but if Ayoka Lee transferred
604,"she'd be right up at the top. She's an old school center and there just aren't many of those around."""
605,'What a nice
606,grounded young person! It’s so easy to root for this kid! Best of luck in whatever you decide to do in life!!!'
607,'Talented player
608,unfortunately will have to shoulder load at KSU w little talent surronding. Likeliness to re-injury is high
609,would have liked to seen her transfer to a talent rich team for better support like SC.'
610,"""Thanks for the update on Ayoka! Great MN connection"
611,"maybe she'll get drafted by the Lynx. Hopeful thoughts for a great comeback season!"""
612,"""It's gonna be great to see Ayoka back on the court 🤗""]"
613,['Great episode...keep doing a great job of promoting the sport!'
614,'What a breath of fresh air this show is.']
615,[]
616,['Aye!!!!! Congrats!!!!'
617,"""And those 8 seconds Brianna double dribble and they didn't call it"""
618,'The silence is deafening 😊'
619,'Alysha Clark put Stevie on Lockdown.'
620,'My favorite team!🎉🎉🎉❤congrats  campeonas🎉'
621,'Damn.'
622,"""Let's celebrate aces.🎉""]"
623,[]
624,['Love your WBB journalism. Thanks for reporting.']
625,['What a beautiful person Sue is; both inside and out!!']
626,['Really glad to have Coach Green at Illinois. Go Illini!']
627,['Nice']
628,"[""She was overrated as a potential coach because there's a push to hire Women"
629,"(Lesbian Black Women) for jobs in coaching and front office."""
630,'Wow
631,popular topic. 333 views in a day
632,nice!'
633,"""Wrong move from mgmnt 2 fire VJ.  They should've given her 2 more seasons for the team 2 grow.  Arike injury played a major part in there loss 2 the Sun's.  That's was Dallas series 2 win but they had no 1 effectively ready 2 step up in place of Arike.  McCowan isn't in physical condition 2 play more minutes.  At times she plays lazy"
634,"just as she did in college.  She can really b a beast if she get in better physical condition."""
635,'Marina RFA and hopefully signs elsewhere or guaranteed the point guard spot....Arike has to become a better team player or that Dallas franchise is doomed thru the life of that contract... 7 for 23 from the field on nights she is off occur way to often.She a 6th player off the bench and no coach there has put her there...Colier was overrated in College and simply a horrible pick in that draft....Next coach needs Sabally healthy and McCowan starting every game with more endurance from her part w/a demand to improve the FT %....5 years of watching this team mishandle management and coaching ..Tighten Up!']
636,['N didnt went nowhere the next game'
637,"""She's GREAT!! Lucky you."""
638,'Any player can score 41 points if you are allowed by the referee crew to allow you to push off every time you have the ball.'
639,'Remarkable to watch on TV too. 🏀 History 👀👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏'
640,'The first man to ever be exited about woman’s basketball'
641,'Heck ya 🔥🔥']
642,['Power Tower= HAN XU!!!\n♥️🤟💚'
643,'Han Xu is an amazing player - big but fast
644,dominant in the paint but can shoot threes.  She can pull down a rebound
645,pass it off to the guard
646,sprint down the court and make the basket.  She is a nearly perfect center - we just all need to be patient and let her game develop.'
647,'The reporter speaks English to her she has a translator then responds in English... what was the point of the translator again ?'
648,"'wooh i was surprise,,she speaks english'"
649,'Go Han ❤'
650,'WE LOVE HAN XU!!!'
651,'She’s so adorable. Go Han Xu!!!']
652,"[""Why don't they ask her why she don't play defense"""
653,'Future GOAT'
654,'Let’s go liberty!'
655,"""Liberty and Aces in The Finals let's go!!!"""
656,'Who???']
657,['Balled out. But don’t be humble. Talk yo sh!t!'
658,'absolute champions 🎉'
659,'Congratulations to her and to the WSU WBB Team. I’ll definitely be rooting for them in the tournament and beyond!']
660,[]
661,[]
662,['When the Villains play the victim! Y’all talked smack the whole season. Leaned into the super team narrative
663,got help and support from the media
664,the refs and the world; and now you wanna act like an underdog. The underdogs won! Congratulations to the Aces!'
665,'Coach
666,you gotta get your players to play Better defense. When the game is on the line
667,they can shoot']
668,[]
669,"['The WNBA,WNBAPA and Owners should agree in the next CBA to allow signing bonuses of 200,000 to 800,000$ not to be counted towards the salary cap besides their base salaries!'"
670,'The WNBA is 🗑']
671,[]
672,"[""Ayoka Lee should transfer. She is too talented to not be able to compete for a National Championship"
673,and there are several schools that would instantly become a title threat with her. She's very underrated even though she dropped 50 a couple years ago. There are 10-15 teams where they're decent teams but Ayoka Lee would make them a serious threat. Iowa will be good
674,but if you add Ayoka Lee to Iowa... all of a sudden Caitlin Clark doesn't have to score 40 pts because Ayoka Lee will give you 15-20 pts a night
675,easy. There isn't a team that doesn't have room for Ayoka Lee. Sometimes the big girls are not ranked high enough but if Ayoka Lee transferred
676,"she'd be right up at the top. She's an old school center and there just aren't many of those around."""
677,'What a nice
678,grounded young person! It’s so easy to root for this kid! Best of luck in whatever you decide to do in life!!!'
679,'Talented player
680,unfortunately will have to shoulder load at KSU w little talent surronding. Likeliness to re-injury is high
681,would have liked to seen her transfer to a talent rich team for better support like SC.'
682,"""Thanks for the update on Ayoka! Great MN connection"
683,"maybe she'll get drafted by the Lynx. Hopeful thoughts for a great comeback season!"""
684,"""It's gonna be great to see Ayoka back on the court 🤗""]"
685,['Great episode...keep doing a great job of promoting the sport!'
686,'What a breath of fresh air this show is.']
687,[]
688,['I love the energy \nBut \nPracticing how to travel on every shot
689,might not be the way I would go. \nBut \nThat’s me 😂'
690,'She looks a little heavy and doesnt have alot of lift in her shot. Drop some pounds in order to get quicker'
691,'Very nice catch and gather. That is important'
692,"""Hey y'all !"""
693,'T'
694,'Looks like Pilar might have some game.'
695,'Even though the divorce...they still put them kids 1st...Some of us black folk act like we should not raised their kids or operate cause the union is no longer...but the union is still them kids born within it!'
696,'Wow she actually putting in some work instead of hanging out buying earrings 👏🏾 now we can hope to see her on the same level as her brothers or a Angel Reese.'
697,'Love it'
698,'P so fine
699,and some like a sweet lady'
700,'Already 🗣️‼️'
701,'she getting real good look out'
702,"""Is the mom single? Sheesh that's a beautiful woman. That jumper is wet baby girl."""
703,'Hot!?! DAMN!!..SHELOMI you ahh fr FR SNIPER...sooo this part of tha  game is from MOMS 🫵🤣'
704,'Chicks rock! That girl is a beast right there. Go Shelomi!'
705,'I wonder did her Mom play ball on some level. Those passes were kinda crisp.'
706,'Prime up..Bossy'
707,'Shelomi
708,shoot from the corners
709,not the same spot
710,you will not always have that.'
711,'Excellent shooter...you go girl...Pilar is sooo cool...please add more content with her...'
712,'One thing about it
713,Pilar seems to really love her kids.  She went off a little back in the day  but hopefully she has recuperated']
714,[]
715,"[""Yeah get ahead of the ball on the fast break ladies... don't run along side of the dribbler sprint ahead and KP and Anesia use the baseball pass go Tigers 😅"""
716,'Amazing coaching'
717,'Natty ready 🎉❤🎉❤🎉❤🎉❤'
718,'Hate to say this but yeah
719,this is what it looks like when your excitement has totally left😮'
720,"""😂😂😂 angel reese is in the gym yall don't all talk at once 😂😂😂"""
721,'This is embarrassing'
722,'Garland lard would cook y’all mfs']
723,['she got a bright future behind her'
724,"""She wasn't six weeks ago. If i can remember"
725,Iowa had her scared to shoot the damn ball. She was completely lost. Remember that. Clark is the worst defensive guard in the country. And she had raven scared. Look at the Iowa
726,"lsu game if you want to see good guard play dude!!!!!! Or you can wait tell next season LSU will show you..... Ok?"""
727,'Watch out NCAA Raven is about to blow your mind 😂\nShowtime in SC!']
728,['😓 P R O M O S M'
729,'Worst advice ever'
730,'Everything online but highlights. Where the highlights at 🤷🏽\u200d♂️'
731,'😍🔥🙌🏾. I like Dallas 😂 but I’m Candace Parker fan first !']
732,['Nothing wrong with this'
733,"'Brittney ♥️,I pray God Almighty silent your gossiping enemies 🙏'"
734,"""D Wade is one the most feminine males in sports. He probably allows Gabby to peg him"
735,"and that's why his son is so confused."""
736,"""where did she try to kiss him cause I don't see it"""
737,'Hollyweird smh'
738,'She should still b in Russia. Bring the Marine home. It least he has appreciation for America n shows respect for the American Flag!!!'
739,'Stop it'
740,"""C'mon stop the stupid interpretation.Hello bro,mutual respect,nothing more."""
741,'She belongs in Russia'
742,'Just two distinguished gentlemen shaking hands'
743,"""Bro don't swing that way"""
744,'Two turds']
745,['Eu só quero saber o nome da música 😂'
746,'All these wanna be thugs'
747,"'He needs to stop listening to yb,'"
748,'If he aint flash a gun would y’all care if he was lit in the club?'
749,'Something could pop off at any damn second .... no thanks ...'
750,"""Hope everyone in that spot angels; exactly it's always someone around looking to be a wolf 🐺; JA in for a rude awakening... 🎬 🎞  we all 👀"""
751,'That’s his Fkn pops dancing with him \nWith the black and red hoodie \nSmh 🤦🏾\u200d♂️'
752,'Grown little man hanging with high school and college kids.'
753,'This how I be when big truck come on. Mane I hate a pussy nigga 💯'
754,'This dude is goofy to me'
755,'Where is Angel I don’t see her'
756,'Men do what they want boys do what they can'
757,'Hmm him and angel reese been hanging out a little bit now.. 🤔'
758,"""These young folk need to realize when you doing thangs on another level you have to separate yourself. These streets aint playing fair. But they know everything and you can't tell them nothing."""
759,'Nba rant nigga ! 😂'
760,"""Ja just won't learn that why his ass lost now and at home now Dillion brooks naw it's JA!!"""
761,'This nigga lame as hell man. Idc how much money u got. That don’t ungoofy u🤣🤣🤣'
762,'😂🤦🏾\u200d♂️ 4KT JA']
763,['Paige'
764,'The players that were cut could play 4 usa..just a thought 🤔'
765,'23 got good active hands.'
766,"""basketball trials?? shouldn't they be home washing clothes or cooking a hot meal"""
767,'was that flaujae and 1 jawn??'
768,'Who are they going to beat?🙂'
769,'I Wonder If Reese Can Dunk🤔'
770,'Raven eating the girlies up'
771,'Kia Jackson!!!! That’s my girl!!!! 🧡🤍🧡🤍'
772,'Led by angel'
773,'Raven!!!! PG1🐓'
774,'YEAHHH RAVENN'
775,'Let’s go Raven!!!!'
776,'Angel aneesa and fluaje 💪🏿'
777,'This team is going to bring the heat. Congratulations to all the ladies out there.']
778,"[""Man LSU is STACKED going into next season between the returning players then adding the no.2 arguably the no.1 player in the nation plus the no. 7 player then the addition of Morrow and Van Lith they'll run it back for sure !"""
779,'Geaux Tigers 🐅'
780,"""Dam"
781,she can ball
782,and she got them grades; ain't nothing lacking; that young lady has a 4.0 GPA; seriously
783,she is going to floor it; congrats
784,have fun
785,"enjoy yourself! Whoever created this marketing video for this announcement is a genius. They bumped her as a brand and got money in her pocket right off the bat. Way to go!"""
786,'MORREAUX'
787,'Aneesah Morrow is a beast and I think she is a better player than Angel Reese. She can shoot from anywhere on the court and she rebounds like crazy. She will definitely fit in well with LSU and hopefully they can repeat next year.'
788,'I mean no disrespect but why. At South Cak or Southern Cal she would’ve been first option. She’s an all American player whose numbers are going to go down tremendously cause of someone who plays the same position and has the same style as her (Reese). #2 Overall recruit Mikaylah Williams. SEC Freshman of the Year Flau. All American Hailey Van Lith. Then off the bench you have two starters calibers guards Poa and Poole. Talented bigs Smith and Rosario. I guess she’s going for winning though.'
789,'Can’t Wait !!! Let’s Geaux Ladies 🫡🐅💜🏀💛 🏆'
790,"""With all these deals"
791,"she chasing after the money. I can't say I blame her...."""
792,'Aneesha is the silence assassin as a player!  Few words but will light you up when on court .'
793,'Follow your dreams: Always.'
794,'Aneesah Morreaux!.. GEAUX TIGERS!!!..🐅💜💛🏆💍'
795,'Yessss great choice....LSU👍'
796,'Haters gonna hate🫡'
797,'Ring chaser😂'
798,'Dat hood girl! Wit dem fake ass long lashes. Dat medusa hair!\nDem long ass manicured nails! She aint no baller
799,she a bandwagon chaser.\nAneesha
800,HVL
801,Angel
802,and that whigger MAGA biatch coach!  Ima grab my popcorn and watch these egos implode'
803,'She a bandwager clout chaser']
804,"[""I am so proud of you ladies 🏀🤗 I can't WAIT for the season to start"""
805,'LSU 💜💛🐅
806,the Queens 👑 of the Hard Court 🏀 have arrived 🌹🌹🌹🔥🔥🔥!! Geaux Tigers 🐅👍🏽😎👌🏽!!'
807,'GEAUX TIGERS!!!..🐅💜💛🏆💍']
808,"[""I'm incredibly impressed with both Monica and Zia. I'm a huge Iowa fan so I'm familiar with the great Monica and very happy for her. After seeing Zia in the game against Iowa there must have been many coaches wondering how they missed drafting her. Can't wait to see them both as teammates."""
809,'They are GORGEOUS!!😍😍'
810,'Czinano is a good pick up'
811,"""It's a shame that Monica didn't make the team."""
812,'Go sky'
813,'Well
814,Monika was seriously wrong. 1975?\n  I love her new hair style? Zia’s got a good personality— nice that she can get out of the shadow of Aaliyah Boston.(nothing against Ms
815,Boston)'
816,'Wow from college rivals to wnba teammates what a thing...lol lol'
817,'Zia!!!So proud of you!!!Zia and  Monica playing together after the war you had not long ago in the tournament.That college game was epic!! And now you two warriors are playing together.Great!!!'
818,'Nice to see these two on the same WNBA team after they faced each other in the Final Four. Great stuff!'
819,"""Just a few weeks ago"
820,Iowa were disrescpecting SC
821,but glad to see that these girls don't take all of that seriously. As an SC fan
822,"i got a lot of respect for Czinano and her game. Hope she doesn't get cut."""
823,'Make sure CAITLIN CLARK  goes to the LA SPARKS.'
824,'Monika looks pretty cute here.'
825,'Zia gorgeous'
826,'VERY UPLIFTING REFRESHING TOGETHERNESS'
827,'👸🏾 419 ALL THE TIME BABY Z.C.🙏🏿💪🏿'
828,'👸🏾👸🏼PRICELESS BEAUTIFUL HUMBLE 🙏🏿']
829,['Im loving the enjoyment of the commentary team.'
830,'Put the beer down dude.... LSU will mop the pmac up with there face.... Want even be close. We gonna be waiting on there ass.'
831,'GEAUX TIGERS!!!..🐅💜💛🏆💍'
832,'South Carolina still gone beat them😂']
833,[]
834,['mane she cold af they wrong for cutin her'
835,'how is that possible? wa sshe not just in the NCAA Title Game like a month ago?'
836,"""Why draft someone if you know you don't need them."""
837,'Anyone I just want to know why they was cut I mean no one is saying anything that I saw'
838,'The way the WNBA set up is crazy. How so many ladies cut. They already not getting paid shit. Only 12 playes per team with low contracts smh.'
839,"""She didn't diss her coaches and this speech was before she was cut. I will never click on any of your posts again!"""
840,'That attitude 👏🏾👏🏾👏🏾👏🏾🥇👍🏾'
841,"""Let's be frank the WNBA desperately needs to add more expansion teams this year had a ton of rookies need to be on the rosters they have an awesome talent they play hard than some of them that  been in the league for years I like the WNBA but to cut some of these outstanding rookies wats wrong with u Did u watchec the March Madness these rookies played their butts off this needs to be looked in to and be reconsidered u are missing out on a lot of talents that was cut from ur Roster be mind if that !!!"""
842,'Good job WNBA. Angel Reese
843,pay attention!'
844,"""Uconn players don't seem to have a problem staying in the WNBA. Maybe Mulkey doesn't prepare her girls for the nxt level"""
845,'This is the first year I bought tickets to WNBA games because I wanted to see the recent stars from the NCAA tournament. Now majority of them have been cut. It’s so disappointing. I don’t want go to the games.'
846,'I am a big Alexis Morris fan'
847,'This cutting crap is BS. They need more teams!'
848,"""I'm pissed! She had ZERO chance at making that team. And they knew it. Alexis should've never went. The WNBA needs to get its shit together because College Ball is more popular than WNBA... and the WNBA is telling College Fans to fuck off when they cut the top rookies."""
849,'This pisses me off that they let go rookies because they aren’t perfect but when veterans do make the mistakes they aren’t waived or cut'
850,'The WNBA is failing. If they cut this young lady
851,I do not see why. It was probably her decision from up top because the way they handle Iowa. The WNBA need more or shall I say better high profile players
852,to bring the sport out of the rut'
853,'This is one of the reasons why Angel Reese have not went to the WNBA. And to be quite frank with you
854,Angel
855,Reese may not go to the WNBA at all.'
856,'The WNBA needs a Developmental league and expansion is desperately needed!'
857,'Sun roster is loaded'
858,'This was obviously about the Sun coaches BEFORE she got cut. Do you know ANYTHING about WBB?']
859,"[""Congrats Aliyah. It's your time."""
860,'Congratulations idol fr the Philippines'
861,'Congratulations'
862,'Congratulations The Best Is Yet To Come!!!!!!!'
863,'❤❤❤❤❤'
864,'More than basketball. Awesome job Sister Aliyah and Coach Staley!'
865,"""SUPER CONGRATS!!!!💯💯💯\nTHATS WHAT I'M TALKING ABOUT,,,\nGRADUATION!!!!!🤎🤎🤎"""
866,'❤️']
867,"[""When u have a solid mid range stop and pop"
868,"everything else opens up. \n\nShe's a beast."""
869,'That is not Kramer'
870,"""I want to play WNBA players so bad. Just to see what level they are actually at.  Id say they are at an average to good men's HS team level.I know id beat this chick she's too small and slow. The only two WNBA players that I know would be trouble are Stewart and Delle Donne."""
871,"""Thank God a clip that's not talking above t angel reeks"""
872,'This isn’t Kim Mulkey’s son! I won’t ever trust any video from this account ever again. \nI reported you for misinformation.'
873,'I already see her weakness
874,She is not effective going right.'
875,'Hard to stop a person from scoring with a shot like that!'
876,'I’d clamp that'
877,'I think Hailey could play point for the Pelicans in place of CJ.'
878,"""He can't hold HVL Mamba"""
879,"""The title's wrong that's not her son"""
880,"'Alright Haley Van Lith "" Playing some One on One with Coach Kim MULCHEY\'S Son there . Way 2 Go there. That\'s great Basketball Playing & Practicing there Haley. I know you have Played One on One w / Your Father & some of your Guy Friends too. That\'s good. And now you got Coach MULCHEY\'S Son to practice Hoops With Now too. Awesome. !  Go Lady Tigers LSU Players Haley Van Lith !,🏀🏀🏀😄😃😀😎'"
881,'Unless Kim has a son we don’t know about… 🥴'
882,'Did Mike get them digits?'
883,'This is NOT Kramer Robertson!'
884,"""I don't care whose son it was HVL was j-ing his butt up."""
885,'man
886,that is not kim mulkey’s son. she has one son who plays MLB. 😂'
887,"""Kramer Robertson is Kim's only son and that is not Kramer"""
888,'And so it begins']
889,['Awesome 👌']
